Server_Workload,Inlet_Temperature,Outlet_Temperature,Ambient_Temperature,Cooling_Unit_Power_Consumption,Chiller_Usage,AHU_Usage,Total_Energy_Cost,Temperature_Deviation,Cooling_Strategy_Action,Output,Energy_Efficiency
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Reduce AHU','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(2.795-inf)\'','Boost All','\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(2.795-inf)\'','Reduce AHU','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'','Increase Chiller','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(-inf-0.075]\'','\'(2.795-inf)\'','Eco Mode','\'(3.5-inf)\'','\'(-inf-80.703871]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(22.725951-25.236509]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(25.236509-inf)\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(2.795-inf)\'','Eco Mode','\'(3.5-inf)\'','\'(90.144635-inf)\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'','Eco Mode','\'(3.5-inf)\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Eco Mode','\'(3.5-inf)\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.095-inf)\'','\'(-inf-1.255]\'','Increase Chiller','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(74.470491-inf)\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(22.497571-inf)\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(0.095-inf)\'','\'(-inf-1.255]\'','Reduce AHU','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(2.795-inf)\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.095-inf)\'','\'(-inf-1.255]\'','Eco Mode','\'(3.5-inf)\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(2.795-inf)\'','Reduce AHU','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'',Maintain,'\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(2.795-inf)\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(45.233342-50.776129]\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'','Eco Mode','\'(3.5-inf)\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(25.236509-inf)\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(2.795-inf)\'','Increase Chiller','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.095-inf)\'','\'(1.255-2.795]\'',Maintain,'\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Reduce AHU','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.095-inf)\'','\'(2.795-inf)\'',Maintain,'\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'','Eco Mode','\'(3.5-inf)\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(2.795-inf)\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'',Maintain,'\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(22.725951-25.236509]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.095-inf)\'','\'(-inf-1.255]\'','Eco Mode','\'(3.5-inf)\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(2.795-inf)\'',Maintain,'\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(2.795-inf)\'','Eco Mode','\'(3.5-inf)\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'',Maintain,'\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(-inf-1.255]\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Eco Mode','\'(3.5-inf)\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(20.600247-22.497571]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Increase Chiller','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.095-inf)\'','\'(-inf-1.255]\'','Eco Mode','\'(3.5-inf)\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(-inf-22.725951]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.095-inf)\'','\'(-inf-1.255]\'','Eco Mode','\'(3.5-inf)\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(22.497571-inf)\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Increase Chiller','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(2.795-inf)\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(1.255-2.795]\'',Maintain,'\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(2.795-inf)\'','Reduce AHU','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Increase Chiller','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(2.795-inf)\'',Maintain,'\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'','Eco Mode','\'(3.5-inf)\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(20.600247-22.497571]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Increase Chiller','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(74.470491-inf)\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(2.795-inf)\'','Boost All','\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(25.236509-inf)\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(2.795-inf)\'',Maintain,'\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Reduce AHU','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(-inf-22.725951]\'','\'(-inf-0.685]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(2.795-inf)\'','Increase Chiller','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(25.236509-inf)\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Boost All','\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(25.236509-inf)\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(50.776129-inf)\'','\'(-inf-0.075]\'','\'(2.795-inf)\'','Reduce AHU','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(-inf-45.233342]\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Eco Mode','\'(3.5-inf)\'','\'(90.144635-inf)\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(-inf-22.725951]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(2.795-inf)\'','Reduce AHU','\'(-inf-1.5]\'','\'(80.703871-90.144635]\''
'\'(-inf-56.370906]\'','\'(-inf-20.600247]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(50.776129-inf)\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(27.789912-inf)\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(-inf-22.725951]\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(45.233342-50.776129]\'','\'(0.075-0.095]\'','\'(1.255-2.795]\'','Increase Chiller','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(74.470491-inf)\'','\'(22.497571-inf)\'','\'(27.789912-inf)\'','\'(25.236509-inf)\'','\'(0.835-inf)\'','\'(74.858838-inf)\'','\'(50.776129-inf)\'','\'(0.095-inf)\'','\'(1.255-2.795]\'','Reduce AHU','\'(-inf-1.5]\'','\'(90.144635-inf)\''
'\'(-inf-56.370906]\'','\'(20.600247-22.497571]\'','\'(-inf-25.187703]\'','\'(22.725951-25.236509]\'','\'(-inf-0.685]\'','\'(-inf-56.318195]\'','\'(45.233342-50.776129]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(-inf-20.600247]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(0.075-0.095]\'','\'(-inf-1.255]\'','Reduce AHU','\'(-inf-1.5]\'','\'(-inf-80.703871]\''
'\'(56.370906-74.470491]\'','\'(20.600247-22.497571]\'','\'(25.187703-27.789912]\'','\'(22.725951-25.236509]\'','\'(0.685-0.835]\'','\'(56.318195-74.858838]\'','\'(-inf-45.233342]\'','\'(-inf-0.075]\'','\'(-inf-1.255]\'','Boost All','\'(1.5-3.5]\'','\'(90.144635-inf)\''
